movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
1,234,3,891227689,0,1995,Animation,Children's,Comedy,452,3.88,0.93,124,289,316,292,313,30,1996,0.58,2.60,0.93,Drama,Comedy,Action,Romance,Musical
1,325,2,891478665,0,1995,Animation,Children's,Comedy,452,3.88,0.93,484,193,93,177,134,91,1973,19.68,3.78,0.93,Drama,Comedy,War,Romance,Thriller
1,393,3,887743611,0,1995,Animation,Children's,Comedy,452,3.88,0.93,596,298,250,181,243,39,1996,2.29,3.51,0.88,Drama,Thriller,Comedy,Sci-Fi,Action
1,472,5,892790627,1,1995,Animation,Children's,Comedy,452,3.88,0.93,916,552,338,323,186,100,1989,11.85,4.04,0.98,Action,Comedy,Drama,Adventure,Thriller
1,549,5,881672182,1,1995,Animation,Children's,Comedy,452,3.88,0.93,748,258,"","","",4,1997,0.00,3.50,1.29,Drama,Sci-Fi,Action,Romance,Thriller
1,560,4,879976449,1,1995,Animation,Children's,Comedy,452,3.88,0.93,137,249,1014,1405,250,60,1980,20.82,3.83,0.78,Drama,Romance,Thriller,Sci-Fi,Action
1,597,3,875339723,0,1995,Animation,Children's,Comedy,452,3.88,0.93,298,264,688,328,294,15,1996,0.41,3.40,1.50,Thriller,Action,Comedy,Romance,Sci-Fi
1,634,3,875728872,0,1995,Animation,Children's,Comedy,452,3.88,0.93,285,100,331,"","",11,1995,0.82,3.09,0.70,Thriller,Drama,Adventure,Crime,""
1,882,5,879864558,1,1995,Animation,Children's,Comedy,452,3.88,0.93,932,147,597,409,118,46,1995,3.73,3.37,1.14,Comedy,Action,Thriller,Drama,Adventure
1,892,5,886608185,1,1995,Animation,Children's,Comedy,452,3.88,0.93,188,423,150,482,649,39,1979,17.48,4.51,0.64,Drama,Comedy,Action,Thriller,Romance
10,279,4,875295838,1,1995,Drama,War,"",89,3.83,1.01,25,257,24,151,100,16,1994,6.29,3.50,1.37,Comedy,Crime,Adventure,Thriller,Action
10,870,4,879376967,1,1995,Drama,War,"",89,3.83,1.01,9,1134,713,647,96,100,1985,13.36,3.70,0.86,Drama,Comedy,Thriller,Romance,Action
100,293,4,888904734,1,1996,Crime,Drama,Thriller,508,4.16,0.98,251,124,285,127,303,34,1995,4.27,3.00,0.85,Drama,Action,Crime,Mystery,Romance
100,334,5,891544707,1,1996,Crime,Drama,Thriller,508,4.16,0.98,1011,1202,297,124,887,45,1996,0.58,3.42,1.03,Drama,Romance,Thriller,Mystery,Crime
100,352,4,884290428,1,1996,Crime,Drama,Thriller,508,4.16,0.98,98,216,746,182,144,32,1988,6.34,3.78,1.24,Action,Thriller,Sci-Fi,Romance,Adventure
100,374,5,880392873,1,1996,Crime,Drama,Thriller,508,4.16,0.98,129,117,1134,222,237,20,1995,3.05,3.35,1.31,Drama,Romance,Thriller,Action,Adventure
100,501,4,883347799,1,1996,Crime,Drama,Thriller,508,4.16,0.98,127,150,844,121,342,15,1994,6.35,3.67,0.72,Crime,Mystery,Horror,Thriller,Comedy
100,57,5,883698581,1,1996,Crime,Drama,Thriller,508,4.16,0.98,258,318,257,79,588,97,1993,7.71,3.38,0.97,Comedy,Action,Drama,Thriller,Sci-Fi
1005,299,5,878192833,1,1991,Drama,"","",22,3.68,1.29,1006,647,89,502,1050,100,1978,18.35,3.73,0.69,Drama,Comedy,Romance,Thriller,War
1005,894,5,882404669,1,1991,Drama,"","",22,3.68,1.29,961,1560,960,212,736,100,1993,5.66,3.84,0.66,Drama,Romance,Thriller,Comedy,Crime
1006,201,2,884112136,0,1991,Drama,Sci-Fi,"",23,2.83,1.15,1268,640,57,26,212,100,1988,13.43,3.39,1.06,Drama,Thriller,Crime,Action,Romance
1007,437,5,881002374,1,1996,Comedy,"","",47,4.13,0.68,651,480,716,179,165,100,1986,13.26,3.45,1.09,Drama,Comedy,Romance,Children's,Animation
101,1,2,878542845,0,1981,Action,Adventure,Animation,73,3.26,1.19,88,113,198,33,72,100,1989,10.95,3.30,1.33,Drama,Action,Comedy,Thriller,Romance
101,435,3,884132184,0,1981,Action,Adventure,Animation,73,3.26,1.19,919,157,4,190,82,100,1986,13.11,3.85,0.88,Comedy,Drama,Action,Thriller,War
1011,109,3,880571872,0,1996,Crime,"","",93,3.23,0.96,866,1028,237,121,25,55,1994,5.56,3.51,1.15,Action,Comedy,Adventure,Drama,Sci-Fi
1011,194,3,879539794,0,1996,Crime,"","",93,3.23,0.96,13,100,124,1,15,100,1989,10.78,2.75,0.95,Drama,Comedy,Thriller,War,Animation
1011,26,3,891371597,0,1996,Crime,"","",93,3.23,0.96,515,936,246,129,304,49,1996,2.33,3.06,0.63,Drama,Thriller,Romance,Action,Comedy
1011,717,4,884644419,1,1996,Crime,"","",93,3.23,0.96,1047,281,106,476,282,85,1996,0.63,3.69,1.11,Drama,Thriller,Action,Comedy,Romance
1011,854,2,882813047,0,1996,Crime,"","",93,3.23,0.96,273,405,508,222,151,80,1995,3.59,2.86,0.99,Drama,Sci-Fi,Adventure,Action,Crime
1011,924,3,886760052,0,1996,Crime,"","",93,3.23,0.96,429,202,96,519,1478,71,1982,16.72,3.83,0.83,Drama,Action,Romance,Adventure,Sci-Fi
1012,500,4,883865021,1,1997,Comedy,Drama,"",100,3.53,1.07,1326,93,268,289,319,16,1995,4.89,3.25,1.00,Drama,Comedy,Musical,Romance,Sci-Fi
1012,893,3,874828163,0,1997,Comedy,Drama,"",100,3.53,1.07,237,69,1,298,"",9,1996,1.09,3.56,1.01,Comedy,Romance,Action,Sci-Fi,Thriller
1013,666,3,880314029,0,1997,Action,Adventure,Thriller,38,2.29,1.01,974,1011,544,546,13,100,1982,18.74,3.48,0.86,Drama,Comedy,Thriller,Romance,Crime
1014,445,1,891200506,0,1997,Comedy,"","",98,3.06,1.03,1129,1591,340,28,79,100,1993,8.51,1.79,0.91,Drama,Action,Thriller,Mystery,Romance
1014,552,4,879222520,1,1997,Comedy,"","",98,3.06,1.03,742,50,126,248,222,72,1994,5.15,3.12,0.53,Drama,Romance,Action,Thriller,Sci-Fi
1015,305,1,886323068,0,1997,Children's,Drama,"",12,2.83,1.34,156,483,209,178,12,75,1986,14.84,3.52,1.02,Drama,Thriller,Comedy,Romance,War
1015,825,2,880756321,0,1997,Children's,Drama,"",12,2.83,1.34,685,181,742,121,515,32,1993,6.19,3.66,0.87,Action,Drama,Sci-Fi,Thriller,Comedy
1016,287,5,875334430,1,1997,Action,Adventure,Thriller,137,3.46,1.04,117,926,591,50,546,28,1995,4.39,3.86,1.18,Action,Comedy,Drama,Romance,Thriller
1016,38,5,892429542,1,1997,Action,Adventure,Thriller,137,3.46,1.04,247,28,420,22,419,20,1988,16.52,4.05,1.36,Action,Thriller,Drama,Children's,Musical
1016,459,4,879563506,1,1997,Action,Adventure,Thriller,137,3.46,1.04,121,846,864,148,932,80,1995,3.79,3.42,1.05,Action,Drama,Romance,Thriller,Comedy
1016,57,4,883697730,1,1997,Action,Adventure,Thriller,137,3.46,1.04,833,249,1047,411,111,54,1995,4.63,3.48,0.86,Comedy,Action,Romance,Drama,Thriller
1016,880,4,880167223,1,1997,Action,Adventure,Thriller,137,3.46,1.04,363,50,240,111,109,55,1995,4.49,3.75,0.78,Drama,Comedy,Thriller,Action,Romance
102,330,4,876546586,1,1970,Animation,Children's,"",54,3.13,1.10,11,28,132,216,143,91,1985,16.08,4.54,0.67,Comedy,Drama,Action,Romance,Children's
1021,585,3,891283681,0,1963,Drama,"","",38,3.82,1.18,1121,1005,1449,166,61,37,1988,11.60,3.84,0.93,Drama,Romance,War,Comedy,Musical
1024,871,3,888192689,0,1997,Romance,"","",15,3.60,1.24,301,342,271,347,"",21,1997,0.38,3.24,0.70,Comedy,Drama,Action,Adventure,Sci-Fi
1028,306,2,876504581,0,1995,Comedy,Romance,"",148,3.04,1.09,13,111,287,235,285,29,1995,0.72,3.86,0.99,Drama,Comedy,Romance,War,Action
1028,518,3,876824266,0,1995,Comedy,Romance,"",148,3.04,1.09,280,717,370,405,129,72,1995,2.96,3.65,1.10,Drama,Thriller,Action,Comedy,Romance
1028,577,4,880470764,1,1995,Comedy,Romance,"",148,3.04,1.09,284,409,151,111,147,23,1994,5.22,3.78,0.80,Comedy,Drama,Romance,Action,Thriller
1028,593,3,875659896,0,1995,Comedy,Romance,"",148,3.04,1.09,762,126,125,283,15,27,1995,2.56,3.59,1.15,Drama,Romance,Comedy,Action,Adventure
1028,921,4,879380142,1,1995,Comedy,Romance,"",148,3.04,1.09,111,274,284,815,121,35,1995,4.77,3.14,1.19,Romance,Action,Comedy,Thriller,Drama
103,280,3,891702122,0,1996,Animation,Children's,Musical,15,1.87,0.92,233,468,790,1207,225,100,1989,11.49,3.62,0.87,Comedy,Drama,Romance,Thriller,Children's
1031,868,1,877109535,0,1994,Adventure,Children's,"",7,2.29,1.38,646,61,615,189,709,100,1982,15.21,2.99,1.34,Drama,Comedy,Sci-Fi,Thriller,Action
